NACA 2415 - finite trailing edge
1.000104767 0.001571512
1.000043792 0.001586419
0.999860881 0.001631128
0.999556076 0.001705608
0.999129445 0.001809801
0.998581085 0.001943631
0.997911122 0.002106998
0.997119706 0.002299781
0.996207018 0.002521837
0.995173265 0.002773002
0.994018682 0.003053090
0.992743531 0.003361896
0.991348104 0.003699191
0.989832716 0.004064730
0.988197714 0.004458244
0.986443471 0.004879447
0.984570386 0.005328034
0.982578887 0.005803679
0.980469430 0.006306040
0.978242496 0.006834756
0.975898596 0.007389448
0.973438266 0.007969723
0.970862071 0.008575168
0.968170602 0.009205357
0.965364479 0.009859847
0.962444345 0.010538181
0.959410875 0.011239888
0.956264766 0.011964483
0.953006747 0.012711468
0.949637570 0.013480333
0.946158013 0.014270555
0.942568885 0.015081600
0.938871016 0.015912925
0.935065267 0.016763975
0.931152521 0.017634185
0.927133690 0.018522983
0.923009712 0.019429786
0.918781548 0.020354005
0.914450187 0.021295042
0.910016642 0.022252294
0.905481954 0.023225149
0.900847186 0.024212991
0.896113426 0.025215198
0.891281789 0.026231143
0.886353414 0.027260193
0.881329461 0.028301714
0.876211119 0.029355065
0.870999597 0.030419603
0.865696130 0.031494681
0.860301975 0.032579652
0.854818413 0.033673864
0.849246747 0.034776663
0.843588304 0.035887394
0.837844431 0.037005400
0.832016500 0.038130024
0.826105902 0.039260607
0.820114051 0.040396487
0.814042382 0.041537005
0.807892351 0.042681500
0.801665434 0.043829309
0.795363128 0.044979771
0.788986948 0.046132224
0.782538432 0.047286005
0.776019134 0.048440453
0.769430628 0.049594905
0.762774507 0.050748700
0.756052382 0.051901176
0.749265881 0.053051672
0.742416650 0.054199527
0.735506353 0.055344080
0.728536669 0.056484671
0.721509294 0.057620640
0.714425941 0.058751327
0.707288337 0.059876074
0.700098225 0.060994223
0.692857362 0.062105114
0.685567521 0.063208091
0.678230486 0.064302498
0.670848058 0.065387677
0.663422049 0.066462973
0.655954284 0.067527733
0.648446601 0.068581302
0.640900849 0.069623028
0.633318888 0.070652259
0.625702592 0.071668345
0.618053841 0.072670637
0.610374529 0.073658488
0.602666557 0.074631253
0.594931838 0.075588289
0.587172291 0.076528954
0.579389845 0.077452610
0.571586436 0.078358621
